timestamp_utc,cut_id,commanded_tilt_degrees,commanded_pan_degrees,commanded_elevation_degrees,commanded_azimuth_degrees,actual_tilt_degrees,actual_pan_degrees,actual_elevation_degrees,actual_azimuth_degrees,central_frequency_hz,central_frequency_power_dbm,peak_power_frequency_hz,peak_power_dbm
2026-02-06 18:01:27.970500+00:00,coarse-az,0.0,-131.0,0.0,-131.0,0.028245182528524888,-131.12418133060027,0.028245182528524888,-131.12418133060027,10000000000.0,-19.728146713546987,10000730934.033178,-16.634109094469917
2026-02-06 18:01:29.102010+00:00,coarse-az,0.0,-130.0,0.0,-130.0,0.08060195271707507,-129.844658713306,0.08060195271707507,-129.844658713306,10000000000.0,-18.782170502206682,10000097234.012878,-16.62053171359712
2026-02-06 18:01:30.137748+00:00,coarse-az,0.0,-129.0,0.0,-129.0,-0.12258827052231547,-128.891009733018,-0.12258827052231547,-128.891009733018,10000000000.0,-20.04792626999582,9999197781.673315,-16.562928424261543
2026-02-06 18:01:31.016916+00:00,coarse-az,0.0,-128.0,0.0,-128.0,-0.002253217746755717,-128.0859926747889,-0.002253217746755717,-128.0859926747889,10000000000.0,-19.42015809418546,10000435639.02926,-16.474332995340713
2026-02-06 18:01:32.016471+00:00,coarse-az,0.0,-127.0,0.0,-127.0,0.012421131930450508,-127.05866308827308,0.012421131930450508,-127.05866308827308,10000000000.0,-18.79928398712914,10001922266.74486,-17.05714352919556
2026-02-06 18:01:33.082118+00:00,coarse-az,0.0,-126.0,0.0,-126.0,0.08622461846199109,-125.92292197662525,0.08622461846199109,-125.92292197662525,10000000000.0,-19.339219600203336,9997983119.832293,-16.570899072466588
2026-02-06 18:01:33.953282+00:00,coarse-az,0.0,-125.0,0.0,-125.0,0.011606067343101732,-125.04954490473828,0.011606067343101732,-125.04954490473828,10000000000.0,-19.480852272077858,10000977289.421831,-15.610220816743169
2026-02-06 18:01:34.992794+00:00,coarse-az,0.0,-124.0,0.0,-124.0,0.0804078958119873,-124.18397186052226,0.0804078958119873,-124.18397186052226,10000000000.0,-19.116046839830865,10000147791.874054,-15.627228124802688
2026-02-06 18:01:36.035780+00:00,coarse-az,0.0,-123.0,0.0,-123.0,-0.0504199247777134,-122.89511178875993,-0.0504199247777134,-122.89511178875993,10000000000.0,-18.93396090150692,10001513356.67809,-16.43514534685332
2026-02-06 18:01:37.105384+00:00,coarse-az,0.0,-122.0,0.0,-122.0,0.03579549062131567,-121.99912185770343,0.03579549062131567,-121.99912185770343,10000000000.0,-18.87297912597745,9999872064.983877,-15.557508427611502
2026-02-06 18:01:37.986972+00:00,coarse-az,0.0,-121.0,0.0,-121.0,0.041486640125442314,-120.8092973809035,0.041486640125442314,-120.8092973809035,10000000000.0,-18.927807899240033,9997836277.499748,-16.51039782180661
2026-02-06 18:01:38.920802+00:00,coarse-az,0.0,-120.0,0.0,-120.0,-0.1249775724586651,-119.9642532876831,-0.1249775724586651,-119.9642532876831,10000000000.0,-18.69817947151415,10001991437.390827,-16.6801951667214
2026-02-06 18:01:39.877158+00:00,coarse-az,0.0,-119.0,0.0,-119.0,0.017553862856764267,-118.9809007510617,0.017553862856764267,-118.9809007510617,10000000000.0,-18.570764679898904,9998840617.105816,-16.95767666323434
2026-02-06 18:01:40.760178+00:00,coarse-az,0.0,-118.0,0.0,-118.0,-0.032036252695140675,-117.71254995186058,-0.032036252695140675,-117.71254995186058,10000000000.0,-19.32838088051666,10000800320.221834,-16.442126836285308
2026-02-06 18:01:41.934115+00:00,coarse-az,0.0,-117.0,0.0,-117.0,-0.19040879486160345,-117.01718673459514,-0.19040879486160345,-117.01718673459514,10000000000.0,-19.00242381258954,9999872429.71608,-15.62092825389255
2026-02-06 18:01:42.884524+00:00,coarse-az,0.0,-116.0,0.0,-116.0,0.09584066801413982,-116.09518157648769,0.09584066801413982,-116.09518157648769,10000000000.0,-18.456884526322217,9999960413.704388,-15.967535021975237
2026-02-06 18:01:43.917421+00:00,coarse-az,0.0,-115.0,0.0,-115.0,-0.036185868030430106,-114.97708020204307,-0.036185868030430106,-114.97708020204307,10000000000.0,-18.553406285022547,10000137623.856634,-14.918037233296255
2026-02-06 18:01:44.891564+00:00,coarse-az,0.0,-114.0,0.0,-114.0,-0.08523900581258609,-113.88642450969789,-0.08523900581258609,-113.88642450969789,10000000000.0,-18.60048277708699,9999454133.93211,-15.274604628909122
2026-02-06 18:01:46.049911+00:00,coarse-az,0.0,-113.0,0.0,-113.0,-0.03773167436938146,-113.11651201441865,-0.03773167436938146,-113.11651201441865,10000000000.0,-18.386834358522485,10000186583.857069,-15.83293327987722
2026-02-06 18:01:47.181947+00:00,coarse-az,0.0,-112.0,0.0,-112.0,0.013820030314832133,-112.09082651093054,0.013820030314832133,-112.09082651093054,10000000000.0,-18.22367987426406,10000307675.01976,-15.716181643184381
2026-02-06 18:01:48.245282+00:00,coarse-az,0.0,-111.0,0.0,-111.0,0.150790948434714,-110.95502229016236,0.150790948434714,-110.95502229016236,10000000000.0,-18.890975061359352,10000801600.561726,-15.655712116929346
2026-02-06 18:01:49.024931+00:00,coarse-az,0.0,-110.0,0.0,-110.0,-0.01659332030062026,-110.31973453916837,-0.01659332030062026,-110.31973453916837,10000000000.0,-19.006764554211443,10000125021.510187,-15.016433838566925
2026-02-06 18:01:50.030134+00:00,coarse-az,0.0,-109.0,0.0,-109.0,0.04724074969585104,-109.10926786579823,0.04724074969585104,-109.10926786579823,10000000000.0,-18.916936488906344,10000318692.158464,-15.647558827262607
2026-02-06 18:01:51.098503+00:00,coarse-az,0.0,-108.0,0.0,-108.0,0.1373579376897762,-107.92045159175579,0.1373579376897762,-107.92045159175579,10000000000.0,-17.652557298558882,10001328184.521446,-15.403278017294873
2026-02-06 18:01:52.198899+00:00,coarse-az,0.0,-107.0,0.0,-107.0,0.05335505312737927,-107.05867399161531,0.05335505312737927,-107.05867399161531,10000000000.0,-18.77470739364661,9999097978.190401,-15.720656514586004
2026-02-06 18:01:53.137108+00:00,coarse-az,0.0,-106.0,0.0,-106.0,0.10685641574187917,-106.1626483132691,0.10685641574187917,-106.1626483132691,10000000000.0,-18.4019699535487,10000070143.896902,-14.658757981055953
2026-02-06 18:01:54.319309+00:00,coarse-az,0.0,-105.0,0.0,-105.0,-0.04765098589509556,-104.80744333415707,-0.04765098589509556,-104.80744333415707,10000000000.0,-18.31456402795797,10000478312.514238,-15.414927829329569
2026-02-06 18:01:55.187266+00:00,coarse-az,0.0,-104.0,0.0,-104.0,0.07710493264739776,-104.14105351572732,0.07710493264739776,-104.14105351572732,10000000000.0,-17.794630036894436,10001035436.402445,-15.53045239805316
2026-02-06 18:01:56.121113+00:00,coarse-az,0.0,-103.0,0.0,-103.0,-0.0057976000069692585,-103.05233655469598,-0.0057976000069692585,-103.05233655469598,10000000000.0,-18.847945275449337,9999936417.857075,-15.912687210538616
2026-02-06 18:01:57.214618+00:00,coarse-az,0.0,-102.0,0.0,-102.0,0.10744112374891797,-102.03727314992906,0.10744112374891797,-102.03727314992906,10000000000.0,-18.11757377015603,10000099348.886189,-14.618742751271075
2026-02-06 18:01:58.219523+00:00,coarse-az,0.0,-101.0,0.0,-101.0,-0.10035595719921404,-100.99168556060224,-0.10035595719921404,-100.99168556060224,10000000000.0,-17.563831432395787,9999655053.067871,-15.345437990206731
2026-02-06 18:01:59.419762+00:00,coarse-az,0.0,-100.0,0.0,-100.0,-0.07795577532427447,-100.0369505201904,-0.07795577532427447,-100.0369505201904,10000000000.0,-17.555889139847604,10001240256.02754,-15.037043165741965
2026-02-06 18:02:00.438614+00:00,coarse-az,0.0,-99.0,0.0,-99.0,0.12687315727053824,-99.0080965078567,0.12687315727053824,-99.0080965078567,10000000000.0,-17.78668409213215,9999678827.9494,-15.155632249749788
2026-02-06 18:02:01.375295+00:00,coarse-az,0.0,-98.0,0.0,-98.0,-0.019608397256936926,-97.9942505420924,-0.019608397256936926,-97.9942505420924,10000000000.0,-18.00408826014634,10000685292.59985,-14.992971769649639
2026-02-06 18:02:02.337539+00:00,coarse-az,0.0,-97.0,0.0,-97.0,-0.03589606467044695,-97.00866764287665,-0.03589606467044695,-97.00866764287665,10000000000.0,-17.147360335554847,9999898124.900867,-15.841707767205467
2026-02-06 18:02:03.228424+00:00,coarse-az,0.0,-96.0,0.0,-96.0,0.007757241935023921,-95.99067261593068,0.007757241935023921,-95.99067261593068,10000000000.0,-18.468312517076182,10000030844.713747,-15.191823232595398
2026-02-06 18:02:04.100656+00:00,coarse-az,0.0,-95.0,0.0,-95.0,-0.06894974573528612,-95.23789256878163,-0.06894974573528612,-95.23789256878163,10000000000.0,-17.369501766299535,9998776941.78457,-15.30370159691346
2026-02-06 18:02:05.163697+00:00,coarse-az,0.0,-94.0,0.0,-94.0,0.13319413685305603,-93.95589353022325,0.13319413685305603,-93.95589353022325,10000000000.0,-17.49452824153083,10000056712.078867,-13.608601706887391
2026-02-06 18:02:06.221814+00:00,coarse-az,0.0,-93.0,0.0,-93.0,-0.1249162651675905,-93.1404456697981,-0.1249162651675905,-93.1404456697981,10000000000.0,-17.420611798043247,9999970353.915253,-13.983593507082736
2026-02-06 18:02:07.351270+00:00,coarse-az,0.0,-92.0,0.0,-92.0,-0.015059799836040494,-92.2166645511229,-0.015059799836040494,-92.2166645511229,10000000000.0,-17.50450975694466,9998516399.514753,-14.391794902106554
2026-02-06 18:02:08.275809+00:00,coarse-az,0.0,-91.0,0.0,-91.0,0.034695278570236236,-90.86186520935088,0.034695278570236236,-90.86186520935088,10000000000.0,-17.461021532695437,9999259559.604897,-13.299711711246601
2026-02-06 18:02:09.444720+00:00,coarse-az,0.0,-90.0,0.0,-90.0,-0.01044470690665622,-90.12855152791991,-0.01044470690665622,-90.12855152791991,10000000000.0,-17.13411240833519,9999546147.714111,-13.86776642717388
2026-02-06 18:02:10.415981+00:00,coarse-az,0.0,-89.0,0.0,-89.0,-0.08022875453678814,-88.98201308940457,-0.08022875453678814,-88.98201308940457,10000000000.0,-17.910320378344203,9998471295.411465,-15.12146417444741
2026-02-06 18:02:11.573422+00:00,coarse-az,0.0,-88.0,0.0,-88.0,-0.08683891967525209,-88.07725614870648,-0.08683891967525209,-88.07725614870648,10000000000.0,-17.9024857261027,9998782836.232122,-15.046477304228848
2026-02-06 18:02:12.530143+00:00,coarse-az,0.0,-87.0,0.0,-87.0,0.04253944258208237,-87.06784662158705,0.04253944258208237,-87.06784662158705,10000000000.0,-17.28841155653779,10001469563.30555,-14.21946035990016
2026-02-06 18:02:13.456595+00:00,coarse-az,0.0,-86.0,0.0,-86.0,-0.10304804501667011,-85.95163452314178,-0.10304804501667011,-85.95163452314178,10000000000.0,-17.276724498109505,9998970017.576248,-14.33227207390912
2026-02-06 18:02:14.481574+00:00,coarse-az,0.0,-85.0,0.0,-85.0,0.06462427057150405,-85.10482249591915,0.06462427057150405,-85.10482249591915,10000000000.0,-17.18977828666944,9999143322.01604,-14.149503697282832
2026-02-06 18:02:15.584719+00:00,coarse-az,0.0,-84.0,0.0,-84.0,-0.1524148363645292,-83.9627325724585,-0.1524148363645292,-83.9627325724585,10000000000.0,-16.56197035205838,9998604238.888706,-14.610609126286866
2026-02-06 18:02:16.600820+00:00,coarse-az,0.0,-83.0,0.0,-83.0,-0.055498309671668425,-82.9619307523757,-0.055498309671668425,-82.9619307523757,10000000000.0,-17.37982120719788,10001227381.918146,-13.225345364833322
2026-02-06 18:02:17.542267+00:00,coarse-az,0.0,-82.0,0.0,-82.0,0.003630602236974604,-81.88355520860638,0.003630602236974604,-81.88355520860638,10000000000.0,-16.793650259998408,10000918208.163496,-14.269734502887507
2026-02-06 18:02:18.408145+00:00,coarse-az,0.0,-81.0,0.0,-81.0,-0.12521519434446157,-81.03362132204971,-0.12521519434446157,-81.03362132204971,10000000000.0,-16.897906821745394,10000318216.618332,-13.49157072920056
2026-02-06 18:02:19.267993+00:00,coarse-az,0.0,-80.0,0.0,-80.0,0.06520108635265923,-79.89534177466358,0.06520108635265923,-79.89534177466358,10000000000.0,-16.048143458031284,10000084240.703293,-13.265072634136596
2026-02-06 18:02:20.318261+00:00,coarse-az,0.0,-79.0,0.0,-79.0,-0.0018538813309502513,-78.8279305293258,-0.0018538813309502513,-78.8279305293258,10000000000.0,-17.502271188155852,9999508126.250456,-14.234014226025076
2026-02-06 18:02:21.417232+00:00,coarse-az,0.0,-78.0,0.0,-78.0,-0.10360736815895427,-77.84133177205796,-0.10360736815895427,-77.84133177205796,10000000000.0,-17.110472883487734,9999715590.839365,-13.60387947367981
2026-02-06 18:02:22.400803+00:00,coarse-az,0.0,-77.0,0.0,-77.0,-0.15188882297503956,-76.94139230432086,-0.15188882297503956,-76.94139230432086,10000000000.0,-17.0297931248568,9999325845.25982,-13.050587905201034
2026-02-06 18:02:23.293367+00:00,coarse-az,0.0,-76.0,0.0,-76.0,-0.15655893713726407,-75.9550833928071,-0.15655893713726407,-75.9550833928071,10000000000.0,-16.269521078488616,10000658267.422092,-13.068639564582668
2026-02-06 18:02:24.380671+00:00,coarse-az,0.0,-75.0,0.0,-75.0,0.005103394513032869,-74.7150545039274,0.005103394513032869,-74.7150545039274,10000000000.0,-17.063720162245378,10000692194.375494,-13.359868295141776
2026-02-06 18:02:25.252632+00:00,coarse-az,0.0,-74.0,0.0,-74.0,-0.11568301070665343,-73.77678240412024,-0.11568301070665343,-73.77678240412024,10000000000.0,-16.025666455210533,10000912628.423523,-13.46899098279004
2026-02-06 18:02:26.181325+00:00,coarse-az,0.0,-73.0,0.0,-73.0,-0.1364879600732452,-73.07666172841088,-0.1364879600732452,-73.07666172841088,10000000000.0,-16.014596134250276,10002048895.034142,-13.614414235172575
2026-02-06 18:02:27.243427+00:00,coarse-az,0.0,-72.0,0.0,-72.0,-0.023122593549221065,-71.90763909637216,-0.023122593549221065,-71.90763909637216,10000000000.0,-16.249137080343342,10000707168.632435,-12.960998685359787
2026-02-06 18:02:28.018413+00:00,coarse-az,0.0,-71.0,0.0,-71.0,0.2277500524853034,-70.93980407679365,0.2277500524853034,-70.93980407679365,10000000000.0,-16.372058067314722,10000634528.418827,-13.255478171816566
2026-02-06 18:02:29.057050+00:00,coarse-az,0.0,-70.0,0.0,-70.0,0.027754036123345722,-69.99277325385017,0.027754036123345722,-69.99277325385017,10000000000.0,-17.122110213397875,10001003697.977066,-13.43749330151146
2026-02-06 18:02:29.998886+00:00,coarse-az,0.0,-69.0,0.0,-69.0,0.0762918833500601,-68.98466877018778,0.0762918833500601,-68.98466877018778,10000000000.0,-16.37637574508531,9998457990.142155,-13.68558905259384
2026-02-06 18:02:31.009814+00:00,coarse-az,0.0,-68.0,0.0,-68.0,0.021271834626863835,-67.95122148875377,0.021271834626863835,-67.95122148875377,10000000000.0,-16.969829904409412,10000004732.464407,-14.07388979544955
2026-02-06 18:02:32.002244+00:00,coarse-az,0.0,-67.0,0.0,-67.0,0.07829821661085862,-66.90626415226704,0.07829821661085862,-66.90626415226704,10000000000.0,-16.490366054203335,9998487497.102129,-13.432077341359028
2026-02-06 18:02:33.022455+00:00,coarse-az,0.0,-66.0,0.0,-66.0,-0.1343088650464953,-65.97812301383483,-0.1343088650464953,-65.97812301383483,10000000000.0,-16.217672692537537,10001577252.162516,-12.366684297556334
2026-02-06 18:02:34.091872+00:00,coarse-az,0.0,-65.0,0.0,-65.0,-0.04305119701925849,-64.96602062854403,-0.04305119701925849,-64.96602062854403,10000000000.0,-16.371850296235937,9999506990.383171,-13.490107776786877
2026-02-06 18:02:35.016035+00:00,coarse-az,0.0,-64.0,0.0,-64.0,0.026135084561003892,-63.86078596858574,0.026135084561003892,-63.86078596858574,10000000000.0,-15.812717316940809,10001773120.769678,-13.51365097586215
2026-02-06 18:02:36.158133+00:00,coarse-az,0.0,-63.0,0.0,-63.0,-0.0017916816054972758,-62.968227975657264,-0.0017916816054972758,-62.968227975657264,10000000000.0,-16.200081858909225,10001061523.10038,-13.268742441980628
2026-02-06 18:02:37.230742+00:00,coarse-az,0.0,-62.0,0.0,-62.0,-0.01919932201120914,-61.94549775182869,-0.01919932201120914,-61.94549775182869,10000000000.0,-16.71670792446534,9999447763.794266,-13.203709425924242
2026-02-06 18:02:38.315115+00:00,coarse-az,0.0,-61.0,0.0,-61.0,-0.0665876079742937,-60.90097699034206,-0.0665876079742937,-60.90097699034206,10000000000.0,-16.46907356005954,9998340233.506441,-13.324638155099018
